user_id,track_id,timestamp,age_group,activity,mood,time_slot,weekday
u00076,4rA4v7povU8MXhZXOB6DcP,219611,18-25,work,happy,afternoon,1
u00169,3P3MEoPyR5nOSXCR786Wi7,220435,<18,work,energetic,afternoon,1
u00152,2fywBLXK9GQi8YR8C8d3c4,222837,50+,leisure,melancholic,afternoon,1
u00242,3gAXVQOR0h7Ks71lsr5MFZ,228083,<18,work,happy,afternoon,1
u00103,6UT7KpL0wkYVBNSydJFCSi,229145,<18,leisure,melancholic,afternoon,1
u00103,3XfMyT4Xf5LegDhvbrFEjp,233020,<18,work,melancholic,afternoon,1
u00134,6RgrpOgbTI3M2qvA8XIvTb,234975,36-50,workout,calm,evening,1
u00050,19t42cFQvUlhcsEZFJfigU,236245,36-50,workout,calm,evening,1
u00260,2HhBmnL8kVYaevaaCsnMVB,243702,36-50,work,happy,evening,1
u00118,70nXAhFHmRPP0vcZV7lmn8,245611,18-25,commute,happy,evening,1
u00258,2WGKo3sflN4aUNtesZw4Py,248723,<18,leisure,calm,late_night,1
u00123,6xyI1uGdIPNQFNJYPjhzlQ,248879,26-35,leisure,melancholic,late_night,1
u00202,2nW6yvWWwjbqM8qcqvQDxw,252487,26-35,leisure,melancholic,late_night,1
u00214,3RqkIWvQt2OZzEU0EzV4IK,252767,36-50,leisure,calm,late_night,1
u00237,5aFbKUdjgpMXM3c0rWx9wH,257495,26-35,commute,calm,late_night,1
u00206,2ZDxJYG4hztx0HIIrFBZee,265037,36-50,leisure,calm,night,1
u00206,2WaA5bVXcIqqpz9j0gd7qK,266537,36-50,commute,calm,early_morning,1
u00092,22PTmk4mzAVi92WiQPAcFp,270125,50+,leisure,calm,early_morning,1
u00018,6IskNuvBwK8YzFrjvXIp5h,271573,50+,workout,melancholic,early_morning,1
u00278,1g8SEY3F2iliV1aJgqmQsv,272779,<18,leisure,calm,early_morning,1
u00253,4yWEl7boNZlIUQ32enHCsi,275222,18-25,leisure,happy,early_morning,1
u00082,21monEVgRlouZOarTXChkL,276203,<18,commute,energetic,early_morning,1
u00006,1sD75tgR7m4pMu4VDMcjxJ,277574,<18,workout,happy,early_morning,1
u00298,2GpTaKi3KDCQnyMFgwxzXk,279253,18-25,commute,melancholic,early_morning,1
u00024,5ialmmuwylzm1xDwHlxpCg,280608,36-50,leisure,melancholic,early_morning,1
u00009,6k4f9cRrCBLxoFQGZHJ8QX,280641,<18,work,happy,early_morning,1
u00296,66kO1Sr99392GvDZWKdCiv,280659,50+,commute,calm,early_morning,1
u00202,45HHTHXv7gQ5q2r89ui2Fy,283831,26-35,leisure,energetic,morning,1
u00180,70YvYr2hGlS01bKRIho1HM,288109,50+,workout,calm,morning,1
u00186,3T00mhdOYUuM5yiuPs3xhs,291316,<18,leisure,calm,morning,1
u00222,0t9OqmA9tMhVuwIMyjvsN6,294595,36-50,commute,melancholic,morning,1
u00175,0FzGKD3N0jK6nNOyOJBvNG,297230,26-35,commute,happy,morning,1
u00224,5jWwB5TjbWbvOWczYfUJ28,298686,36-50,work,calm,morning,1
u00233,3lmtdBi2hCaBhGjgW9hB4i,299049,36-50,work,happy,morning,1
u00063,630dK7rGW6kkARRrougH1E,299689,50+,work,happy,morning,1
u00177,5YBdBacQGdnh3RXnHM9khq,306361,<18,work,melancholic,afternoon,1
u00099,4uMFOQrzjeGhTYgGw3zrF2,308458,<18,leisure,energetic,afternoon,1
u00182,7tnYsRepXLaNhqj4xtcWP2,312388,26-35,work,energetic,afternoon,1
u00051,3cWiZc181JjgJRID0Wl2se,314411,<18,leisure,happy,afternoon,1
u00263,5aydqaKSzdsbib2g0ZFgAL,314978,50+,leisure,melancholic,afternoon,1
u00079,6dy1JR9E7nGaKOHDHcycAC,321327,36-50,leisure,happy,evening,1
u00056,4hXYsBvtAH7VkvmVNw73c5,321616,26-35,workout,calm,evening,1
u00036,3ezuOjWuTirncJITAb8ahf,326823,50+,commute,happy,evening,1
u00159,1ogrLH3HZSgdI4Jq7dti1l,328778,36-50,commute,calm,evening,1
u00106,2XyNLoEWc4IDt9OVzXZUXl,329003,36-50,leisure,calm,evening,1
u00213,7LNm1oWd6PniO9wRYpNY5o,334727,26-35,workout,calm,evening,1
u00125,7KHFz3HDGAQfUo9bMhJYMn,335411,26-35,commute,calm,late_night,1
u00092,1O8Z5URYRvYs8O8Qo1Uuja,335731,50+,leisure,calm,late_night,1
u00094,4qbEaaJ29p32GI8EWQmm6R,337151,50+,leisure,energetic,late_night,1
u00065,70rMquxehq2J59PXgWxNNs,341837,18-25,leisure,calm,late_night,1
u00209,2cZ78DPU09gFPZZdAjykGP,342470,36-50,leisure,melancholic,late_night,1
u00038,6ZOcbKub95XSDESsKKuH41,345199,18-25,leisure,happy,late_night,1
u00273,5QEPvxPCTYgUbnAaDfTrfe,345216,50+,workout,happy,late_night,1
u00002,22ED0hVFa2YiVflq5hHPlK,346970,36-50,leisure,happy,night,1
u00199,37GxgdrBvFP2492fqcjpJg,353167,50+,leisure,calm,early_morning,1
u00213,0Yezswq6lOGq176qw681FI,355693,26-35,work,happy,early_morning,1
u00184,5TG4kYUOtIwC7eEJBdFypk,356945,26-35,commute,happy,early_morning,1
u00108,1uCM2mchqMjPrjKhfgsUWa,360388,26-35,commute,happy,early_morning,1
u00051,5PIJ6J5kgXExkD641axCVx,361459,<18,workout,calm,early_morning,1
u00261,7bR2kypCT1jHV5AdEOlVXu,364557,<18,workout,energetic,early_morning,1
u00147,09YrqBsnlOjhuQ2nzCF67v,366720,18-25,commute,calm,early_morning,1
u00142,3iOcbCxe0jW1XrlFb0rvj2,368972,18-25,commute,melancholic,morning,1
u00064,6CdzB6ZB5Af8wfAfAAQwaq,369804,26-35,workout,happy,morning,1
u00234,6iCsxY7ylVPS9Okw6QZfAU,370592,26-35,workout,calm,morning,1
u00280,3UrDYCWfY6fTsiA63NNL27,370872,18-25,work,happy,morning,1
u00193,3RTwBdZ4AbiIwiUwcblBCs,372634,18-25,workout,energetic,morning,1
u00217,5p1Hx45VTDkSTbSpqjLJzV,380841,<18,leisure,happy,morning,1
u00212,49COPp81lGS9Hl9OwKlsKl,382097,36-50,commute,melancholic,morning,1
u00051,0chYhbmecFWGmfysKa3vO5,384126,<18,workout,energetic,morning,1
u00139,3tw4Jysd48kMcKsdnGYLee,384260,26-35,workout,calm,morning,1
u00086,1Cv1YLb4q0RzL6pybtaMLo,387479,<18,work,calm,morning,1
u00120,4kRROniJRDFFhgzGv2pnD1,388767,26-35,leisure,happy,morning,1
u00255,6ic8OlLUNEATToEFU3xmaH,398908,<18,workout,happy,afternoon,1
u00249,2Yi7wsvV9fuNdQAfvyvW12,401262,<18,workout,melancholic,afternoon,1
u00167,4jvjzW7Hm0yK4LvvE0Paz9,403577,<18,work,energetic,afternoon,1
u00035,2fa2a0zDMOTcT5hf1vDLOw,407440,<18,leisure,happy,evening,1
u00106,66EOdKkzuonSLBXOrActDD,410663,36-50,commute,happy,evening,1
u00216,2D20D6gxMn8iJV4ij30DIV,412352,<18,commute,calm,evening,1
u00179,2Iz9iPqFT7gk3ZCkpyyP18,417574,26-35,workout,energetic,evening,1
u00167,6N6fJJWnK4KQvh9M5wFWIZ,423577,<18,leisure,calm,late_night,1
u00116,10C1ZwdAwSEmMeYAFvuTtv,427729,<18,leisure,energetic,late_night,1
u00290,7HI8ZRHRk2TmE7Bra38rKf,433809,50+,leisure,happy,night,0
u00273,2crISejaCPWZus5OVJ2f7j,441248,50+,workout,melancholic,early_morning,0
u00193,4T8cbopq3M4XGOB4dwRLOB,446291,18-25,commute,happy,early_morning,0
u00262,7kUBocchlTtTZVNplR9ZJI,446887,18-25,workout,calm,early_morning,0
u00053,1ubylzLAZjC3t8hU0Lbimz,447929,26-35,leisure,melancholic,early_morning,0
u00048,3PHVj8LcrqgZUhS5LPAHc8,452295,36-50,work,energetic,early_morning,0
u00214,4X2nqt4Pu1lcmYYeuGBjkG,461337,36-50,workout,calm,morning,0
u00203,7vBSvChX74qvSkmKUw2TUf,463461,36-50,work,energetic,morning,0
u00073,78kMjErqk7wbeXGNaggFUf,465080,<18,commute,happy,morning,0
u00251,0R3TWpoxAhT3HDXM7tpRzS,467710,26-35,workout,happy,morning,0
u00224,1zkGkQ3z8Hv7HMwINGg19B,470292,36-50,commute,happy,morning,0
u00063,2elYwMUOSibUXeW6Qjk5ge,470758,50+,commute,happy,morning,0
u00183,1UNoBSP7pkEQq1kb4x1aS3,471967,36-50,commute,energetic,morning,0
u00261,4oqYqa2YWaSaaz0wG05ulO,473483,<18,commute,calm,morning,0
u00230,0CfQ8hT96TCe8htXMwptJo,478356,26-35,work,calm,afternoon,0
u00125,0xDMEQK32uBz1jL9ftMFdK,486940,26-35,leisure,energetic,afternoon,0
u00292,5H4L6KSO8KFZJfwNxFzR9L,493897,50+,workout,calm,evening,0
u00295,5hkZyWkafKoQW4eGwaJWFF,495344,26-35,commute,energetic,evening,0
u00090,79aVzW5nFdjhnWwWVZDsUL,496041,26-35,commute,calm,evening,0
u00206,69zxopckIPTya73oBGdE2v,498115,36-50,leisure,melancholic,evening,0
u00288,6h5yOjQNDaLZ0rW2OGoXTB,500701,26-35,leisure,melancholic,evening,0
u00087,7eHc2nQ1tKJHEwR3ge2ZQy,501402,18-25,leisure,energetic,evening,0
u00214,1n4uibGrRI6HxVXlDFF30Y,502081,36-50,work,energetic,evening,0
u00158,1sOoOXwA5QftTmj6V0fqlJ,502879,26-35,leisure,calm,evening,0
u00133,2iXVckhPy7tP0wV9DvlrjZ,508089,26-35,leisure,melancholic,late_night,0
u00193,55ruPNJ55uKjtm77nf3lPD,512445,18-25,leisure,calm,late_night,0
u00143,1sU96xA3zs1yx4hDboSpIO,528645,26-35,commute,calm,early_morning,0
u00213,6SZqQOqMWmyOCofVaecsYX,530700,26-35,leisure,happy,early_morning,0
u00287,4F7ZAsndEIJXyFzJUHNlRu,533684,26-35,commute,energetic,early_morning,0
u00062,67ro5CI8btmAJsYfYKvM29,534905,18-25,workout,calm,early_morning,0
u00052,1tDf8B65kTrz87w5RJmgXG,536410,18-25,workout,energetic,early_morning,0
u00184,5EzYLV3WnoAXU1mJLFlc22,539059,26-35,workout,melancholic,early_morning,0
u00288,7KC9bnTvAbU3gJTBej0qP3,541265,26-35,work,happy,morning,0
u00254,1C5e7ZRscn79tjMEc3swc7,542731,36-50,workout,happy,morning,0
u00121,7wduEoLSXYggQqimn5LEP0,543507,36-50,commute,happy,morning,0
u00241,43ArccpHriGNsOpak14pjS,547691,26-35,work,calm,morning,0
u00273,665b3Nss3OQmhTUdB5hBXw,549653,50+,workout,energetic,morning,0
u00088,10V96IBSJJjZPAS4fcKEmn,556314,36-50,workout,happy,morning,0
u00031,3az1K7WlXr9OLsVUivPlxx,556542,18-25,work,calm,morning,0
u00291,4tOmaKbtj2GE2fzkJ8eccM,560091,18-25,workout,calm,morning,0
u00047,4hQ6UGyWQIGJmHSo0J88JW,560731,50+,work,happy,morning,0
u00003,3FNM2q8Z42grRIAIME2yU1,563773,26-35,leisure,happy,afternoon,0
u00095,3rmzOry93Q6CQuHKVyBTQm,565057,18-25,leisure,happy,afternoon,0
u00233,6IA4ksaymdlYSdf3AoiWQb,572620,36-50,leisure,melancholic,afternoon,0
u00223,5VsfM32WcLbMlznpWpprkH,575442,18-25,leisure,happy,afternoon,0
u00095,1tzs2dFmLCD6bT8eapVNpl,575891,18-25,workout,happy,afternoon,0
u00205,6skTPlJtkpqN7mM95QfsUD,582717,18-25,commute,calm,evening,0
u00282,3TfHKaSjz2SnAzIMFbdmWj,584032,36-50,leisure,energetic,evening,0
u00002,5WLWoeTPvgd8IWKKp3viXs,588551,36-50,commute,energetic,evening,0
u00258,3r8BUfjPSorbVDmcYBJEhj,588750,<18,commute,calm,evening,0
u00180,0O2SYh5AZ0y8MAPOVC4Mxz,595130,50+,leisure,calm,late_night,0
u00264,7HU0AQ32McpPcpRfRClJU2,595568,50+,leisure,melancholic,late_night,0
u00014,2z71jdeVcC782NgsYZ6N8q,603175,36-50,leisure,melancholic,late_night,0
u00075,2NsQVeehDvIpi3B4p20YSV,606886,26-35,leisure,energetic,night,1
u00114,2wQBzAZdsaqDBbtwBk5MhA,609468,26-35,leisure,energetic,night,1
u00238,2m03BtMMefvQspKp35yLwk,610750,18-25,commute,happy,night,1
u00203,66h3xcrTooMC9AxV8g0Y75,610759,36-50,workout,calm,night,1
u00099,6UG8qpI0MhYNU7nvm2QmoT,612417,<18,commute,energetic,early_morning,1
u00072,0yotOi6EFaBal5Gy7YVcuI,617589,26-35,workout,happy,early_morning,1
u00134,4FCzjJa1L7HQCNv5MzStzZ,625434,36-50,workout,calm,early_morning,1
u00049,3cttR5mtQZ5xRFxpE1pohl,626670,36-50,workout,energetic,morning,1
u00271,2oa53bhiNPCz2CGh26AYxi,633324,<18,commute,melancholic,morning,1
u00249,5nl5o8d6DQCimMKmqHWYeZ,635320,<18,work,happy,morning,1
u00216,5KA6S4auXremQLoBIsKprz,636826,<18,commute,energetic,morning,1
u00143,5SRrwyXYwNscEbt3rt8sLm,636902,26-35,workout,happy,morning,1
u00192,5esZWlW1SijQtw30OcWyUs,637216,36-50,workout,energetic,morning,1
u00076,5DUAKXpyv3nL50PnAQbPS0,637446,18-25,commute,energetic,morning,1
u00038,3j0pB1m7H5N9VVByKvo3QP,638877,18-25,workout,energetic,morning,1
u00069,3CPWVEyZoMmxPdfwrlIbv0,639396,26-35,workout,melancholic,morning,1
u00161,5zxh4quzNKt2DCPLejjhmU,641502,36-50,work,melancholic,morning,1
u00287,2Rp53mn2EGNjKt8liJ0zGM,642833,26-35,workout,melancholic,morning,1
u00037,71l747KWxSIlCOiKbtBokH,646195,50+,workout,calm,morning,1
u00091,0O7lENhqOySbsL743G7PqD,655829,50+,work,calm,afternoon,1
u00132,6OPbkpYyRTPjbweLRcRMbU,662688,<18,leisure,happy,afternoon,1
u00283,0eDI4488gNLeA7pssOZHOD,667638,26-35,leisure,energetic,evening,1
u00015,0GO8y8jQk1PkHzS31d699N,669736,36-50,workout,happy,evening,1
u00177,4RfZz4EEkABxViwusZKS1v,671048,<18,workout,melancholic,evening,1
u00046,6wywJ7RutAY0JL7cMP7uFN,675867,26-35,leisure,happy,evening,1
u00001,22QiTJqDn1BIRSh4mkNJ5w,676614,36-50,workout,happy,evening,1
u00161,1almCHdsfikRPfVB9VrEdT,678258,36-50,commute,happy,evening,1
u00140,5g9lS8deSIxItFBmZRC4vN,689674,50+,leisure,happy,late_night,1
u00270,17zEns9wqJpnbWKVQcqVT7,694843,18-25,leisure,happy,night,1
u00086,37WroSvFhiOw7UnLyirwn4,694844,<18,leisure,calm,night,1
u00190,60fAgJqxcBuUqAOZ4q2r6K,698222,36-50,leisure,calm,night,1
u00046,4A08n8UXRxuuLRkeFXcxxo,698234,26-35,leisure,melancholic,night,1
u00173,6XO8RlYuJCiI0v3IA48FeJ,705570,36-50,workout,calm,early_morning,1
u00245,7pi6pyhxnNjch3BsefiPMU,708636,<18,workout,energetic,early_morning,1
u00115,5YgSOlHwnhGJx6Mxh63ABH,719534,26-35,commute,energetic,morning,1
u00151,5bNA2LQPTzZoye58HtZjsp,720856,18-25,workout,happy,morning,1
u00049,12oFSoib1tf0r2rd1Fgsfe,739490,36-50,leisure,melancholic,afternoon,1
u00193,3ObPkJQAgjAhTwYvDhPrAW,741478,18-25,workout,energetic,afternoon,1
u00069,4RUVD3blQ7zUtKjLgXa0bL,744822,26-35,work,happy,afternoon,1
u00198,3TB0OtQMzrPoNcmXfUMVzC,750060,18-25,workout,energetic,afternoon,1
u00213,6y6jbcPG4Yn3Du4moXaenr,752815,26-35,commute,calm,evening,1
u00299,4kBJKzHDMYlocOXDssdqNi,752997,<18,commute,happy,evening,1
u00057,6tyU34BJC9IlDvYteFfvaN,759931,<18,workout,happy,evening,1
u00279,0xKfSkyHLSVWHcmJ4OZWqC,760135,<18,work,energetic,evening,1
u00096,4OfqxEKFF4tFQ0ZK14MTBA,760405,18-25,leisure,calm,evening,1
u00046,31xl9CC1ruawZGGCk7KfpB,762644,26-35,workout,calm,evening,1
u00270,2D20D6gxMn8iJV4ij30DIV,763007,18-25,commute,happy,evening,1
u00171,7LqLHYMZKWDcezKyDmcVrW,765750,<18,commute,happy,evening,1
u00169,1gWtHDe403RuyZqhvSRcv8,770453,<18,leisure,calm,late_night,1
u00090,5BCfzXmASNTxPYAJ0O7Uf2,772358,26-35,workout,calm,late_night,1
u00051,4cOdK2wGLETKBW3PvgPWqT,772557,<18,workout,melancholic,late_night,1
u00018,2z7k8UytNaiMIJQNc1XZcZ,773061,50+,leisure,melancholic,late_night,1
u00257,1WQljws44SPrWOeBSTaquU,775954,<18,leisure,calm,late_night,1
u00006,4v2K1ZcRXUc87CLtEXI3Pf,778066,<18,leisure,happy,night,1
u00153,6xNdBzXLg0uwYGRDIgzWTW,781917,18-25,leisure,calm,night,1
u00080,2QY6SJXVnBFaqxOZhC1Fuu,786234,50+,commute,energetic,early_morning,1
u00250,0ileL1L3Vtpf5VZ5RQZ94m,786500,<18,workout,calm,early_morning,1
u00210,7v6eyoWOf1hIsroTPV0PM6,788245,18-25,work,energetic,early_morning,1
u00023,05T6bH9sE0OM5KDnjQFvvL,790620,50+,workout,calm,early_morning,1
u00038,230SHXjjyWkT7Zorx6hsiy,793368,18-25,commute,calm,early_morning,1
u00048,6H3zH7j2izbhiKwq7yQTJa,794555,36-50,workout,calm,early_morning,1
u00213,3UYtQXfQt0INwMUHwju5M7,799727,26-35,commute,energetic,morning,1
u00027,2ZiJidFdQ30nVJEP4u44l3,803306,50+,work,calm,morning,1
u00070,28Opx42YMRX6pQBD2kodpL,810238,36-50,commute,happy,morning,1
u00144,0nXs17LnXEqk3rtRMTUjNi,811099,50+,leisure,calm,morning,1
u00055,1YrnDTqvcnUKxAIeXyaEmU,813365,<18,commute,melancholic,morning,1
u00116,6TZ9bryRYVFYrvmEtzAvDu,815265,<18,leisure,happy,morning,1
u00091,0brr7nMLlnuH36z24rVELv,819516,50+,leisure,energetic,morning,1
u00124,2UaMe5doUVlWN8VS2CQEtU,831224,50+,work,melancholic,afternoon,1
u00008,00hjQ7CtDG56cIJP0iNupY,841384,18-25,work,calm,evening,1
u00109,0PFK7yF46byBkDi3q6ZbRi,843407,36-50,workout,calm,evening,1
u00160,7DmdOnyH1zsNrWqMjKvooh,845595,50+,leisure,happy,evening,1
u00127,5Afd5L4ovAvBpgOBI6lk7L,850625,36-50,leisure,energetic,evening,1
u00282,56ArvJgsi0SuiF4dZln37c,856780,36-50,leisure,melancholic,late_night,1
u00114,1SBuYdJK3a3NU55nGomgAe,862739,26-35,commute,melancholic,late_night,1
u00091,3vwTNVxHRpRw9Jr4RT7HJF,868663,50+,leisure,calm,night,1
u00047,4Bh2C4lcLbilZDq1lDFWri,868965,50+,work,melancholic,night,1
u00184,0qwU4qCtm3aUqcAUISMhMz,871422,26-35,commute,calm,early_morning,1
u00170,71MpOohAyCbN7aqTCI0YVO,871476,<18,commute,energetic,early_morning,1
u00015,0oA9wBGDY4uyILLg4GymWP,872091,36-50,work,happy,early_morning,1
u00260,6eP90p1HtbiIAM6YUBfOQk,873398,36-50,leisure,happy,early_morning,1
u00293,14QNjDBXGCwEzJZUKkiTem,877159,18-25,workout,energetic,early_morning,1
u00298,5ECuiTw53JiKAI9JPrr22x,878989,18-25,commute,calm,early_morning,1
u00233,6BKHtmX1MHpLwMzN0xoJoT,879737,36-50,commute,melancholic,early_morning,1
u00035,5iP0sIniuiIbGy4Ngs71wB,881287,<18,workout,happy,early_morning,1
u00268,50TRPsBbK34h5ffGhq550L,884242,36-50,workout,energetic,early_morning,1
u00123,7JzvdSrUXSMXll3SISuO1K,888977,26-35,commute,calm,morning,1
u00259,1qwUNvaIVCoiPQVQKPNyd8,889867,26-35,work,happy,morning,1
u00072,4O9fE2JYBfsQByo9zKxanb,890875,26-35,workout,happy,morning,1
u00205,22oU174hVHEZ1FssSXSS0d,890991,18-25,leisure,energetic,morning,1
u00170,5WyuRWUcOOhAic0tj9Pl28,893903,<18,workout,energetic,morning,1
u00137,4atu1LgGcA3Yj7Y9wb6olg,896444,<18,commute,happy,morning,1
u00108,68UU9oaQtMDnh6PRlW842H,900622,26-35,workout,calm,morning,1
u00016,0FVYAwzD2p4t8Lf7YKtGB6,909782,26-35,work,calm,afternoon,1
u00263,4EW68zLGIpylzn6JPgcNl7,910395,50+,leisure,energetic,afternoon,1
u00216,1fpFEHZ7Yb2nwZkck7mhkv,910431,<18,work,energetic,afternoon,1
u00280,56s8emjdpq3KjecMlyIBkb,912280,18-25,work,melancholic,afternoon,1
u00155,1TD7UJAz4DyR3GuAgju5zU,914240,36-50,work,happy,afternoon,1
u00097,3fqMkZNIfYgYmVPO6Ivuqm,919122,36-50,work,happy,afternoon,1
u00184,2ER6Vd9NvNRl7gkdwUJo6c,923852,26-35,work,happy,afternoon,1
u00106,5d9RSSwDvlTyuwfmeafUah,926076,36-50,workout,melancholic,evening,1
u00281,1jYbC28GVYRNOrBltndpjl,929312,26-35,leisure,calm,evening,1
u00160,5uRzm9hMLyStgXfiErpJu5,930150,50+,leisure,happy,evening,1
u00203,5FvdZ8gbPKr6qfen05303Q,939362,36-50,workout,energetic,evening,1
u00190,69RBhbgVjnfVzzUvFokYRC,941086,36-50,work,calm,late_night,1
u00116,5hPxC9i9lj9pJwg7DK2MvC,941640,<18,leisure,calm,late_night,1
u00225,3wPLQuX4eXbyWfKshEnoON,942102,18-25,leisure,happy,late_night,1
u00147,0jFT8rusCXzDuTTcgIFlRV,944541,18-25,workout,melancholic,late_night,1
u00030,3n2BgDsO63JKpqftVR2Ysc,945685,26-35,leisure,melancholic,late_night,1
u00122,5E30LdtzQTGqRvNd7l6kG5,945709,36-50,leisure,calm,late_night,1
u00015,1WLp5X9YrbIUkEBYTU10sh,950373,36-50,work,calm,late_night,1
u00220,6TeB7j56k4AbELOl3G4zfj,950950,<18,leisure,calm,night,1
u00203,7ymG0YQtuSiSVJSBQ3E8jy,951574,36-50,leisure,energetic,night,1
